X, Y
13636, 27275;
10645, 21293;
19234, 38471;
16685, 33373;
3177, 6357;
10828, 21659;
1443, 2889;
20447, 40897;
27975, 55953;
11803, 23609;
5225, 10453;
19276, 38555;
1914, 3831;
27695, 55393;
16819, 33641;
2077, 4157;
1642, 3287;
25490, 50983;
7650, 15303;
11211, 22425;
29934, 59871;
1183, 2369;
2355, 4713;
16818, 33639;
25071, 50145;
3769, 7541;
24526, 49055;
9832, 19667;
9342, 18687;
268, 539;
6125, 12253;
15692, 31387;
73, 149;
26292, 52587;
2880, 5763;
9314, 18631;
23066, 46135;
13645, 27293;
28561, 57125;
23134, 46271;
5536, 11075;
22411, 44825;
17060, 34123;
2814, 5631;
114, 231;
12859, 25721;
11617, 23237;
109, 221;
28241, 56485;
21674, 43351;
8756, 17515;
8710, 17423;
27309, 54621;
29716, 59435;
15029, 30061;
22406, 44815;
9067, 18137;
15199, 30401;
6276, 12555;
2629, 5261;
28902, 57807;
17161, 34325;
19831, 39665;
13013, 26029;
7988, 15979;
17760, 35523;
3832, 7667;
17420, 34843;
23722, 47447;
25329, 50661;
14504, 29011;
13071, 26145;
29090, 58183;
2882, 5767;
25161, 50325;
17840, 35683;
9595, 19193;
24004, 48011;
3290, 6583;
6906, 13815;
29922, 59847;
5891, 11785;
11011, 22025;
8713, 17429;
2080, 4163;
24096, 48195;
2228, 4459;
29472, 58947;
16852, 33707;
1665, 3333;
22026, 44055;
16117, 32237;
11539, 23081;
6599, 13201;
22898, 45799;
18511, 37025;
29837, 59677;
15872, 31747;
3344, 6691;
7123, 14249;
16674, 33351;
19486, 38975;
11106, 22215;
1259, 2521;
16596, 33195;
10921, 21845;
28448, 56899;
10249, 20501;
1486, 2975;
16560, 33123;
2663, 5329;
6491, 12985;
22182, 44367;
5381, 10765;
6423, 12849;
10623, 21249;
21471, 42945;
28074, 56151;
4730, 9463;
22184, 44371;
5810, 11623;
902, 1807;
2294, 4591;
13089, 26181;
11533, 23069;
7772, 15547;
28708, 57419;
226, 455;
5853, 11709;
11518, 23039;
4177, 8357;
11105, 22213;
10377, 20757;
11710, 23423;
12549, 25101;
5034, 10071;
398, 799;
1526, 3055;
14579, 29161;
25266, 50535;
12146, 24295;
20713, 41429;
25680, 51363;
21992, 43987;
1059, 2121;
7448, 14899;
8504, 17011;
14862, 29727;
2400, 4803;
29081, 58165;
2893, 5789;
2119, 4241;
12171, 24345;
10710, 21423;
19105, 38213;
22897, 45797;
14557, 29117;
6322, 12647;
22998, 45999;
9140, 18283;
20650, 41303;
21185, 42373;
595, 1193;
299, 601;
10215, 20433;
26808, 53619;
18138, 36279;
10211, 20425;
15081, 30165;
9762, 19527;
25480, 50963;
10834, 21671;
9327, 18657;
10325, 20653;
27869, 55741;
1179, 2361;
8675, 17353;
24997, 49997;
19501, 39005;
22878, 45759;
11485, 22973;
23767, 47537;
14966, 29935;
21028, 42059;
19945, 39893;
21721, 43445;
18754, 37511;
10380, 20763;
3210, 6423;
29872, 59747;
29391, 58785;
15344, 30691;
8319, 16641;
21425, 42853;
62, 127;
1132, 2267;
18500, 37003;
500, 1003;
2297, 4597;
8943, 17889;
26844, 53691;
14598, 29199;
26280, 52563;
14226, 28455;
23246, 46495;
1246, 2495;
2646, 5295;
29225, 58453;
2158, 4319;
994, 1991;
399, 801;
4376, 8755;
16733, 33469;
17995, 35993;
1548, 3099;
17001, 34005;
26451, 52905;
17399, 34801;
23507, 47017;
6939, 13881;
22556, 45115;
16957, 33917;
11097, 22197;
6332, 12667;
14561, 29125;
14390, 28783;
4313, 8629;
24890, 49783;
1705, 3413;
8794, 17591;
1802, 3607;
13558, 27119;
4127, 8257;
9528, 19059;
3611, 7225;
18202, 36407;
15510, 31023;
18539, 37081;
14082, 28167;
28717, 57437;
17482, 34967;
24009, 48021;
20918, 41839;
28388, 56779;
15849, 31701;
26845, 53693;
15593, 31189;
11067, 22137;
9554, 19111;
6808, 13619;
14362, 28727;
12229, 24461;
16284, 32571;
13635, 27273;
1978, 3959;
19776, 39555;
90, 183;
27832, 55667;
9358, 18719;
7277, 14557;
21533, 43069;
5842, 11687;
1316, 2635;
21023, 42049;
29755, 59513;
16418, 32839;
1145, 2293;
6545, 13093;
10191, 20385;
947, 1897;
298, 599;
26876, 53755;
5633, 11269;
28208, 56419;
25050, 50103;
1129, 2261;
3464, 6931;
9077, 18157;
708, 1419;
8900, 17803;
25965, 51933;
24612, 49227;
26593, 53189;
26931, 53865;
23313, 46629;
9641, 19285;
8251, 16505;
12454, 24911;
4465, 8933;
16799, 33601;
24403, 48809;
18862, 37727;
5545, 11093;
20548, 41099;
17856, 35715;
12946, 25895;
3255, 6513;
17194, 34391;
7450, 14903;
29600, 59203;
28290, 56583;
16432, 32867;
2838, 5679;
5569, 11141;
29211, 58425;
27825, 55653;
2754, 5511;
26448, 52899;
3906, 7815;
971, 1945;
25620, 51243;
812, 1627;
14636, 29275;
3, 9;
18670, 37343;
19980, 39963;
13955, 27913;
3927, 7857;
8484, 16971;
24083, 48169;
15023, 30049;
27475, 54953;
17393, 34789;
165, 333;
9300, 18603;
25496, 50995;
16327, 32657;
21112, 42227;
1307, 2617;
19386, 38775;
16437, 32877;
7662, 15327;
22198, 44399;
27705, 55413;
2830, 5663;
29602, 59207;
286, 575;
2691, 5385;
22728, 45459;
12608, 25219;
5663, 11329;
4183, 8369;
3106, 6215;
27291, 54585;
26135, 52273;
18845, 37693;
3337, 6677;
26873, 53749;
20987, 41977;
4660, 9323;
19133, 38269;
13489, 26981;
2410, 4823;
572, 1147;
10544, 21091;
23801, 47605;
19750, 39503;
2486, 4975;
23983, 47969;
29177, 58357;
15600, 31203;
23353, 46709;
2451, 4905;
25892, 51787;
6771, 13545;
28390, 56783;
19290, 38583;
17351, 34705;
8084, 16171;
12702, 25407;
27938, 55879;
2738, 5479;
26920, 53843;
13426, 26855;
14902, 29807;
15160, 30323;
26039, 52081;
28762, 57527;
14844, 29691;
18594, 37191;
8575, 17153;
29226, 58455;
29005, 58013;
22440, 44883;
5052, 10107;
707, 1417;
14807, 29617;
2338, 4679;
20775, 41553;
8070, 16143;
10432, 20867;
5436, 10875;
18365, 36733;
22287, 44577;
18572, 37147;
6633, 13269;
26561, 53125;
24095, 48193;
10817, 21637;
2905, 5813;
24068, 48139;
28889, 57781;
4553, 9109;
29918, 59839;
17252, 34507;
21554, 43111;
16791, 33585;
6955, 13913;
26003, 52009;
2979, 5961;
10638, 21279;
2686, 5375;
3354, 6711;
5920, 11843;
2030, 4063;
11808, 23619;
25757, 51517;
19790, 39583;
29872, 59747;
2138, 4279;
25952, 51907;
9713, 19429;
15940, 31883;
1130, 2263;
27914, 55831;
2211, 4425;
24920, 49843;
4326, 8655;
24745, 49493;
29644, 59291;
6668, 13339;
4992, 9987;
247, 497;
4046, 8095;
28549, 57101;
13787, 27577;
21468, 42939;
640, 1283;
2447, 4897;
29853, 59709;
18227, 36457;
5854, 11711;
2438, 4879;
9414, 18831;
28881, 57765;
3327, 6657;
27254, 54511;
25408, 50819;
4035, 8073;
9799, 19601;
11393, 22789;
8886, 17775;
13016, 26035;
16861, 33725;
20353, 40709;
19370, 38743;
10336, 20675;
7519, 15041;
24815, 49633;
8898, 17799;
6962, 13927;
3541, 7085;
8452, 16907;
26979, 53961;
244, 491;
17636, 35275;
797, 1597;
27777, 55557;
15766, 31535;
277, 557;
3428, 6859;
134, 271;
8224, 16451;
29045, 58093;
23469, 46941;
21137, 42277;
7342, 14687;
941, 1885;
18846, 37695;
26160, 52323;
26552, 53107;
13844, 27691;
2067, 4137;
993, 1989;
22167, 44337;
15412, 30827;
8640, 17283;
15141, 30285;
10565, 21133;
9898, 19799;
13081, 26165;
11302, 22607;
8549, 17101;
11810, 23623;
22894, 45791;
24107, 48217;
2691, 5385;
10883, 21769;
7515, 15033;
18042, 36087;
6044, 12091;
2663, 5329;
23647, 47297;
4253, 8509;
14817, 29637;
24270, 48543;
155, 313;
10168, 20339;
21688, 43379;
20243, 40489;
16094, 32191;
27161, 54325;
29444, 58891;
2335, 4673;
558, 1119;
15121, 30245;
24998, 49999;
476, 955;
3657, 7317;
26370, 52743;
21316, 42635;
6636, 13275;
6045, 12093;
3514, 7031;
29000, 58003;
1388, 2779;
29077, 58157;
1791, 3585;
2300, 4603;
16147, 32297;
25349, 50701;
59, 121;
27894, 55791;
15824, 31651;
6600, 13203;
1611, 3225;
4606, 9215;
1619, 3241;
424, 851;
18146, 36295;
20727, 41457;
26393, 52789;
637, 1277;
26147, 52297;
27693, 55389;
4046, 8095;
27033, 54069;
7262, 14527;
22796, 45595;
9151, 18305;
612, 1227;
10090, 20183;
15842, 31687;
20622, 41247;
8772, 17547;
11301, 22605;
1974, 3951;
15657, 31317;
11200, 22403;
15624, 31251;
28792, 57587;
25852, 51707;
19684, 39371;
12031, 24065;
15530, 31063;
13158, 26319;
1975, 3953;
12407, 24817;
23040, 46083;
29546, 59095;
2011, 4025;
22200, 44403;
15732, 31467;
26536, 53075;
24773, 49549;
5493, 10989;
16829, 33661;
7819, 15641;
24862, 49727;
21665, 43333;
13777, 27557;
22211, 44425;
2601, 5205;
6277, 12557;
13481, 26965;
2038, 4079;
15062, 30127;
28688, 57379;
10820, 21643;
25522, 51047;
24118, 48239;
7534, 15071;
10734, 21471;
25255, 50513;
10176, 20355;
11484, 22971;
1170, 2343;
12819, 25641;
20739, 41481;
28090, 56183;
574, 1151;
5501, 11005;
14781, 29565;
481, 965;
14902, 29807;
4262, 8527;
14844, 29691;
520, 1043;
5692, 11387;
28093, 56189;
24451, 48905;
8066, 16135;
25854, 51711;
29650, 59303;
6767, 13537;
6778, 13559;
14112, 28227;
24973, 49949;
7451, 14905;
17954, 35911;
21356, 42715;
32, 67;
29504, 59011;
2392, 4787;
10007, 20017;
25210, 50423;
5217, 10437;
11434, 22871;
2885, 5773;
9405, 18813;
54, 111;
13675, 27353;
976, 1955;
16371, 32745;
23943, 47889;
470, 943;
23365, 46733;
17917, 35837;
619, 1241;
20115, 40233;
16432, 32867;
6603, 13209;
12177, 24357;
15528, 31059;
18330, 36663;
675, 1353;
1984, 3971;
20850, 41703;
927, 1857;
25275, 50553;
22746, 45495;
7940, 15883;
18021, 36045;
18521, 37045;
26918, 53839;
9710, 19423;
6265, 12533;
29406, 58815;
1934, 3871;
28690, 57383;
19516, 39035;
6734, 13471;
23894, 47791;
19891, 39785;
19631, 39265;
10804, 21611;
25135, 50273;
26831, 53665;
10410, 20823;
3987, 7977;
16986, 33975;
8879, 17761;
18979, 37961;
8991, 17985;
28688, 57379;
28604, 57211;
12973, 25949;
941, 1885;
25634, 51271;
9620, 19243;
24895, 49793;
29929, 59861;
20957, 41917;
28509, 57021;
17719, 35441;
5703, 11409;
21040, 42083;
23642, 47287;
25246, 50495;
1596, 3195;
18961, 37925;
15547, 31097;
2990, 5983;
17837, 35677;
4124, 8251;
16570, 33143;
21393, 42789;
28584, 57171;
5501, 11005;
3555, 7113;
7788, 15579;
6482, 12967;
5649, 11301;
16051, 32105;
29340, 58683;
28192, 56387;
5064, 10131;
101, 205;
28480, 56963;
23626, 47255;
8526, 17055;
17161, 34325;
3063, 6129;
25981, 51965;
16362, 32727;
12246, 24495;
1515, 3033;
26577, 53157;
21670, 43343;
22977, 45957;
7694, 15391;
29434, 58871;
896, 1795;
23631, 47265;
3235, 6473;
2194, 4391;
10496, 20995;
23719, 47441;
19969, 39941;
4023, 8049;
6459, 12921;
8427, 16857;
11411, 22825;
13088, 26179;
11735, 23473;
12744, 25491;
11300, 22603;
17206, 34415;
24961, 49925;
14924, 29851;
14937, 29877;
27281, 54565;
6587, 13177;
6648, 13299;
18559, 37121;
26081, 52165;
11978, 23959;
23831, 47665;
12935, 25873;
24286, 48575;
10959, 21921;
3918, 7839;
5967, 11937;
29570, 59143;
1076, 2155;
7283, 14569;
1572, 3147;
15733, 31469;
22345, 44693;
13218, 26439;
9604, 19211;
28105, 56213;
25391, 50785;
24718, 49439;
14120, 28243;
20711, 41425;
19958, 39919;
20246, 40495;
7490, 14983;
20169, 40341;
29698, 59399;
27929, 55861;
17667, 35337;
15210, 30423;
18099, 36201;
24202, 48407;
6752, 13507;
2939, 5881;
2325, 4653;
663, 1329;
26902, 53807;
16728, 33459;
8948, 17899;
12838, 25679;
20203, 40409;
9786, 19575;
12644, 25291;
20177, 40357;
9015, 18033;
9134, 18271;
24129, 48261;
7125, 14253;
628, 1259;
20806, 41615;
15650, 31303;
3957, 7917;
5682, 11367;
2702, 5407;
20148, 40299;
11716, 23435;
8318, 16639;
8513, 17029;
14868, 29739;
27763, 55529;
13379, 26761;
2701, 5405;
13692, 27387;
2279, 4561;
14625, 29253;
20405, 40813;
25122, 50247;
1166, 2335;
15261, 30525;
1014, 2031;
8029, 16061;
15220, 30443;
1082, 2167;
3468, 6939;
6410, 12823;
18705, 37413;
743, 1489;
29525, 59053;
5422, 10847;
12134, 24271;
5608, 11219;
26006, 52015;
17629, 35261;
29768, 59539;
5561, 11125;
7165, 14333;
7258, 14519;
10491, 20985;
17504, 35011;
12039, 24081;
335, 673;
4098, 8199;
8483, 16969;
3186, 6375;
1887, 3777;
21814, 43631;
4170, 8343;
4086, 8175;
25131, 50265;
3094, 6191;
12326, 24655;
5168, 10339;
5714, 11431;
26718, 53439;
2594, 5191;
4063, 8129;
10220, 20443;
25819, 51641;
14393, 28789;
4946, 9895;
26457, 52917;
19581, 39165;
1496, 2995;
14881, 29765;
27685, 55373;
22958, 45919;
150, 303;
25884, 51771;
14127, 28257;
24546, 49095;
19313, 38629;
20609, 41221;
16395, 32793;
13167, 26337;
6314, 12631;
23154, 46311;
29092, 58187;
17312, 34627;
16228, 32459;
3493, 6989;
23078, 46159;
6916, 13835;
16568, 33139;
17502, 35007;
4635, 9273;
14860, 29723;
2045, 4093;
618, 1239;
7892, 15787;
2725, 5453;
18999, 38001;
3725, 7453;
21514, 43031;
5443, 10889;
253, 509;
16975, 33953;
917, 1837;
3663, 7329;
27231, 54465;
27091, 54185;
13181, 26365;
13730, 27463;
11320, 22643;
16920, 33843;
383, 769;
13922, 27847;
7136, 14275;
1699, 3401;
15763, 31529;
6220, 12443;
6646, 13295;
28204, 56411;
1196, 2395;
16899, 33801;
23388, 46779;
24472, 48947;
12543, 25089;
119, 241;
17282, 34567;
29479, 58961;
4744, 9491;
1658, 3319;
13288, 26579;
5103, 10209;
28297, 56597;
28639, 57281;
29918, 59839;
21897, 43797;
1155, 2313;
25812, 51627;
7055, 14113;
21002, 42007;
14730, 29463;
20834, 41671;
4413, 8829;
9268, 18539;
1141, 2285;
1874, 3751;
8142, 16287;
20974, 41951;
18548, 37099;
23394, 46791;
10120, 20243;
15090, 30183;
17685, 35373;
5561, 11125;
25113, 50229;
24518, 49039;
9543, 19089;
9303, 18609;
22234, 44471;
5357, 10717;
27600, 55203;
15872, 31747;
25684, 51371;
302, 607;
24093, 48189;
1658, 3319;
772, 1547;
12085, 24173;
2041, 4085;
13285, 26573;
9563, 19129;
27049, 54101;
1440, 2883;
7755, 15513;
22793, 45589;
1550, 3103;
15171, 30345;
28024, 56051;
3451, 6905;
8507, 17017;
910, 1823;
22796, 45595;
9122, 18247;
24927, 49857;
5016, 10035;
11982, 23967;
10999, 22001;
25296, 50595;
13628, 27259;
4931, 9865;
28604, 57211;
21332, 42667;
26486, 52975;
12416, 24835;
16004, 32011;
11459, 22921;
24079, 48161;
18236, 36475;
245, 493;
28349, 56701;
9341, 18685;
22057, 44117;
6093, 12189;
8344, 16691;
26629, 53261;
19333, 38669;
5667, 11337;
12188, 24379;
11554, 23111;
29931, 59865;
16880, 33763;
2115, 4233;
29738, 59479;
8560, 17123;
2205, 4413;
13019, 26041;
4399, 8801;
10731, 21465;
2766, 5535;
10910, 21823;
15139, 30281;
21396, 42795;
1408, 2819;
2244, 4491;
5696, 11395;
16593, 33189;
6527, 13057;
20999, 42001;
15783, 31569;
25676, 51355;
779, 1561;
6023, 12049;
4168, 8339;
10825, 21653;
444, 891;
2751, 5505;
17665, 35333;
19511, 39025;
3859, 7721;
3512, 7027;
2570, 5143;
644, 1291;
3635, 7273;
4988, 9979;
13200, 26403;
2230, 4463;
22928, 45859;
25806, 51615;
15776, 31555;
10168, 20339;
7991, 15985;
7448, 14899;
9543, 19089;
14961, 29925;
6206, 12415;
29605, 59213;
23800, 47603;
24731, 49465;
16461, 32925;
9488, 18979;
24621, 49245;
21459, 42921;
9822, 19647;
4349, 8701;
10833, 21669;
4844, 9691;
15040, 30083;
24582, 49167;
5342, 10687;
22409, 44821;
15970, 31943;
17913, 35829;
24771, 49545;
2539, 5081;
14158, 28319;
13376, 26755;
28424, 56851;
9991, 19985;
3700, 7403;
4256, 8515;
27828, 55659;
19676, 39355;
15017, 30037;
17447, 34897;
191, 385;
24835, 49673;
7407, 14817;
13919, 27841;
29796, 59595;
1416, 2835;
29175, 58353;
2248, 4499;
15593, 31189;
20472, 40947;
1972, 3947;
9861, 19725;
12386, 24775;
395, 793;
20306, 40615;
1830, 3663;
25570, 51143;
26788, 53579;
21143, 42289;
27846, 55695;
5140, 10283;
711, 1425;
280, 563;
21670, 43343;
26586, 53175;
22667, 45337;
10240, 20483;
13241, 26485;
17971, 35945;
16896, 33795;
812, 1627;
19889, 39781;
17250, 34503;
9330, 18663;
4426, 8855;
22362, 44727;
26957, 53917;
10558, 21119;
24964, 49931;
1046, 2095;
24355, 48713;
22244, 44491;
8535, 17073;
1929, 3861;
13377, 26757;
16478, 32959;
5289, 10581;
24469, 48941;
21079, 42161;
16048, 32099;
11834, 23671;
1369, 2741;
23238, 46479;
26817, 53637;
762, 1527;
3477, 6957;
29517, 59037;
15721, 31445;
26044, 52091;
12162, 24327;
17893, 35789;
13259, 26521;
29273, 58549;
2975, 5953;
14313, 28629;
9701, 19405;
12760, 25523;
16639, 33281;
7290, 14583;
18789, 37581;
13820, 27643;
16865, 33733;
26146, 52295;
10942, 21887;
27966, 55935;
18288, 36579;
7095, 14193;
24188, 48379;
24269, 48541;
11693, 23389;
5251, 10505;
23764, 47531;
26580, 53163;
19369, 38741;
16289, 32581;
15232, 30467;
24059, 48121;
7159, 14321;
1402, 2807;
14794, 29591;
15152, 30307;
18785, 37573;
15250, 30503;
21222, 42447;
13991, 27985;
29658, 59319;
4556, 9115;
19076, 38155;
28447, 56897;
16820, 33643;
17077, 34157;
26534, 53071;
2664, 5331;
4371, 8745;
1327, 2657;
20911, 41825;
28194, 56391;
23970, 47943;
8332, 16667;
17341, 34685;
151, 305;
11908, 23819;
29359, 58721;
2617, 5237;
18924, 37851;
8334, 16671;
8557, 17117;
2429, 4861;
15555, 31113;
24755, 49513;
1545, 3093;
165, 333;
20453, 40909;
10943, 21889;
19201, 38405;
21496, 42995;
18254, 36511;
8265, 16533;
9043, 18089;
15224, 30451;
28073, 56149;
3042, 6087;
25796, 51595;
2473, 4949;
28111, 56225;
25747, 51497;
914, 1831;
5599, 11201;
25994, 51991;
9607, 19217;
20616, 41235;
26315, 52633;
5534, 11071;
19972, 39947;
18722, 37447;
20999, 42001;
21258, 42519;
7584, 15171;
13042, 26087;
14831, 29665;
7563, 15129;
24753, 49509;
1602, 3207;
23987, 47977;
2610, 5223;
24837, 49677;
27643, 55289;
28586, 57175;
6743, 13489;
20179, 40361;
21190, 42383;
26089, 52181;
1534, 3071;
13810, 27623;
24432, 48867;
14613, 29229;
25401, 50805;
21321, 42645;
15507, 31017;
1397, 2797;
18686, 37375;
24199, 48401;
3443, 6889;
16971, 33945;
28250, 56503;
7188, 14379;
2086, 4175;
869, 1741;
13750, 27503;
19271, 38545;
1480, 2963;
959, 1921;
2090, 4183;
17625, 35253;
16653, 33309;
8587, 17177;
22831, 45665;
23961, 47925;
27208, 54419;
25252, 50507;
6601, 13205;
24930, 49863;
6764, 13531;
1486, 2975;
17572, 35147;
14922, 29847;
25473, 50949;
914, 1831;
25006, 50015;
6173, 12349;
8058, 16119;
29338, 58679;
16902, 33807;
11274, 22551;
3348, 6699;
21736, 43475;
9220, 18443;
19611, 39225;
13313, 26629;
12667, 25337;
22649, 45301;
5611, 11225;
21574, 43151;
19284, 38571;
19768, 39539;
23059, 46121;
25826, 51655;
13702, 27407;
8405, 16813;
181, 365;
26032, 52067;
28045, 56093;
9132, 18267;
24029, 48061;
2190, 4383;
28640, 57283;
27173, 54349;
548, 1099;
143, 289;
1434, 2871;
21559, 43121;
4599, 9201;
12174, 24351;
29557, 59117;
11819, 23641;
5496, 10995;
22836, 45675;
8520, 17043;
20131, 40265;
14211, 28425;
25852, 51707;
13170, 26343;
21978, 43959;
19956, 39915;
28069, 56141;
17607, 35217;
29229, 58461;
4423, 8849;
16136, 32275;
20940, 41883;
19931, 39865;
25423, 50849;
20987, 41977;
21773, 43549;
2569, 5141;
28203, 56409;
16244, 32491;
2183, 4369;
27401, 54805;
12151, 24305;
28402, 56807;
13410, 26823;
6619, 13241;
17343, 34689;
1048, 2099;
25135, 50273;
7924, 15851;
1593, 3189;
20379, 40761;
11795, 23593;
1295, 2593;
22707, 45417;
18271, 36545;
9330, 18663;
1842, 3687;
10186, 20375;
18909, 37821;
1984, 3971;
17730, 35463;
2605, 5213;
12488, 24979;
29316, 58635;
3017, 6037;
17217, 34437;
448, 899;
25038, 50079;
4839, 9681;
24630, 49263;
54, 111;
8618, 17239;
28630, 57263;
2330, 4663;
1713, 3429;
18949, 37901;
1443, 2889;
21597, 43197;
18528, 37059;
23791, 47585;
23018, 46039;
19893, 39789;
8721, 17445;
1522, 3047;
9953, 19909;
20499, 41001;
7026, 14055;
25506, 51015;
20119, 40241;
15317, 30637;
16310, 32623;
3958, 7919;
4990, 9983;
23869, 47741;
12138, 24279;
22486, 44975;
14888, 29779;
5922, 11847;
28760, 57523;
24693, 49389;
798, 1599;
9701, 19405;
29868, 59739;
7393, 14789;
21782, 43567;
3751, 7505;
7509, 15021;
22873, 45749;
24213, 48429;
3769, 7541;
15278, 30559;
17886, 35775;
22675, 45353;
8020, 16043;
22110, 44223;
14220, 28443;
18575, 37153;
24971, 49945;
13693, 27389;
5163, 10329;
771, 1545;
1661, 3325;
1224, 2451;
7170, 14343;
7658, 15319;
1999, 4001;
17462, 34927;
1515, 3033;
27774, 55551;
17498, 34999;
11771, 23545;
8621, 17245;
26694, 53391;
21792, 43587;
7053, 14109;
29829, 59661;
11088, 22179;
11909, 23821;
10262, 20527;
1030, 2063;
24508, 49019;
25020, 50043;
12618, 25239;
17188, 34379;
18554, 37111;
4735, 9473;
17993, 35989;
21899, 43801;
18259, 36521;
29955, 59913;
2199, 4401;
7477, 14957;
1070, 2143;
26667, 53337;
570, 1143;
17979, 35961;
6540, 13083;
2764, 5531;
3187, 6377;
17643, 35289;
27222, 54447;
5201, 10405;
29601, 59205;
1260, 2523;
1240, 2483;
10191, 20385;
23634, 47271;
29118, 58239;
14093, 28189;
15132, 30267;
17644, 35291;
28597, 57197;
14365, 28733;
24652, 49307;
4219, 8441;
16104, 32211;
2852, 5707;
8860, 17723;
8092, 16187;
356, 715;
2565, 5133;
5731, 11465;
28825, 57653;
10727, 21457;
28831, 57665;
9541, 19085;
2773, 5549;
13770, 27543;
12142, 24287;
27306, 54615;
14699, 29401;
8446, 16895;
12085, 24173;
13422, 26847;
22802, 45607;
17002, 34007;
25611, 51225;
1707, 3417;
15684, 31371;
8627, 17257;
28884, 57771;
27348, 54699;
28831, 57665;
17934, 35871;
2754, 5511;
16722, 33447;
21643, 43289;
26450, 52903;
13851, 27705;
12053, 24109;
25629, 51261;
13650, 27303;
16444, 32891;
99, 201;
7739, 15481;
10601, 21205;
6878, 13759;
26165, 52333;
23297, 46597;
5718, 11439;
1896, 3795;
4290, 8583;
4196, 8395;
27210, 54423;
27301, 54605;
13851, 27705;
18965, 37933;
22336, 44675;
4072, 8147;
21290, 42583;
22696, 45395;
21901, 43805;
1325, 2653;
22549, 45101;
1734, 3471;
13496, 26995;
28338, 56679;
24503, 49009;
3264, 6531;
11915, 23833;
4838, 9679;
1568, 3139;
27029, 54061;
12394, 24791;
20080, 40163;
26235, 52473;
10997, 21997;
20196, 40395;
2419, 4841;
14177, 28357;
25270, 50543;
6024, 12051;
4624, 9251;
24365, 48733;
27303, 54609;
13562, 27127;
45, 93;
3776, 7555;
1652, 3307;
6470, 12943;
1653, 3309;
21413, 42829;
23753, 47509;
8819, 17641;
21664, 43331;
327, 657;
3002, 6007;
27996, 55995;
28405, 56813;
14945, 29893;
23651, 47305;
19131, 38265;
7949, 15901;
11959, 23921;
22987, 45977;
2695, 5393;
25049, 50101;
24836, 49675;
20239, 40481;
4480, 8963;
439, 881;
2355, 4713;
28860, 57723;
27912, 55827;
29920, 59843;
26321, 52645;
13692, 27387;
22836, 45675;
1878, 3759;
6083, 12169;
8693, 17389;
27939, 55881;
14780, 29563;
18228, 36459;
3054, 6111;
24974, 49951;
29622, 59247;
18642, 37287;
6323, 12649;
9633, 19269;
2708, 5419;
29754, 59511;
1419, 2841;
13833, 27669;
3096, 6195;
21680, 43363;
12937, 25877;
27215, 54433;
9856, 19715;
276, 555;
22224, 44451;
11364, 22731;
20928, 41859;
12305, 24613;
10202, 20407;
20093, 40189;
7696, 15395;
23704, 47411;
29226, 58455;
29472, 58947;
19366, 38735;
3725, 7453;
1121, 2245;
15231, 30465;
4037, 8077;
7104, 14211;
15454, 30911;
12294, 24591;
10998, 21999;
29982, 59967;
28585, 57173;
5936, 11875;
13462, 26927;
21545, 43093;
13074, 26151;
11934, 23871;
16272, 32547;
23717, 47437;
17813, 35629;
1338, 2679;
15468, 30939;
1684, 3371;
8833, 17669;
7865, 15733;
15497, 30997;
25701, 51405;
2474, 4951;
607, 1217;
1398, 2799;
6505, 13013;
13819, 27641;
25320, 50643;
19623, 39249;
5254, 10511;
27007, 54017;
28932, 57867;
25238, 50479;
25391, 50785;
22626, 45255;
28418, 56839;
441, 885;
12435, 24873;
12644, 25291;
2688, 5379;
21507, 43017;
17685, 35373;
25774, 51551;
13986, 27975;
21245, 42493;
6653, 13309;
14520, 29043;
27009, 54021;
14245, 28493;
21869, 43741;
9834, 19671;
11174, 22351;
3527, 7057;
17046, 34095;
16514, 33031;
10215, 20433;
27564, 55131;
6699, 13401;
10805, 21613;
19633, 39269;
15841, 31685;
12054, 24111;
24857, 49717;
2344, 4691;
57, 117;
21355, 42713;
24130, 48263;
17322, 34647;
2069, 4141;
2458, 4919;
21163, 42329;
8394, 16791;
17379, 34761;
21992, 43987;
728, 1459;
5180, 10363;
5093, 10189;
17440, 34883;
1466, 2935;
27196, 54395;
8244, 16491;
85, 173;
27347, 54697;
23124, 46251;
20484, 40971;
19212, 38427;
2971, 5945;
9005, 18013;
17961, 35925;
2712, 5427;
3105, 6213;
6310, 12623;
1755, 3513;
18342, 36687;
20213, 40429;
22563, 45129;
10934, 21871;
18010, 36023;
24646, 49295;
5927, 11857;
17156, 34315;
29337, 58677;
7240, 14483;
16422, 32847;
21311, 42625;
14729, 29461;
5336, 10675;
20884, 41771;
978, 1959;
326, 655;
1331, 2665;
13122, 26247;
29216, 58435;
4806, 9615;
3076, 6155;
186, 375;
16839, 33681;
25135, 50273;
21228, 42459;
12553, 25109;
21286, 42575;
3879, 7761;
11527, 23057;
29420, 58843;
17181, 34365;
11164, 22331;
27357, 54717;
478, 959;
6163, 12329;
14822, 29647;
1206, 2415;
5793, 11589;
16446, 32895;
16890, 33783;
11009, 22021;
10091, 20185;
17694, 35391;
18144, 36291;
13814, 27631;
15571, 31145;
22603, 45209;
12391, 24785;
14459, 28921;
2572, 5147;
7537, 15077;
2023, 4049;
14916, 29835;
3473, 6949;
21913, 43829;
20583, 41169;
23871, 47745;
7457, 14917;
20394, 40791;
12592, 25187;
29231, 58465;
19374, 38751;
16943, 33889;
