,X,Y
5031, 13851, 27705
5032, 12053, 24109
5033, 25629, 51261
5034, 13650, 27303
5035, 16444, 32891
5036, 99, 201
5037, 7739, 15481
5038, 10601, 21205
5039, 6878, 13759
5040, 26165, 52333
5041, 23297, 46597
5042, 5718, 11439
5043, 1896, 3795
5044, 4290, 8583
5045, 4196, 8395
5046, 27210, 54423
5047, 27301, 54605
5048, 13851, 27705
5049, 18965, 37933
5050, 22336, 44675
5051, 4072, 8147
5052, 21290, 42583
5053, 22696, 45395
5054, 21901, 43805
5055, 1325, 2653
5056, 22549, 45101
5057, 1734, 3471
5058, 13496, 26995
5059, 28338, 56679
5060, 24503, 49009
5061, 3264, 6531
5062, 11915, 23833
5063, 4838, 9679
5064, 1568, 3139
5065, 27029, 54061
5066, 12394, 24791
5067, 20080, 40163
5068, 26235, 52473
5069, 10997, 21997
5070, 20196, 40395
5071, 2419, 4841
5072, 14177, 28357
5073, 25270, 50543
5074, 6024, 12051
5075, 4624, 9251
5076, 24365, 48733
5077, 27303, 54609
5078, 13562, 27127
5079, 45, 93
5080, 3776, 7555
5081, 1652, 3307
5082, 6470, 12943
5083, 1653, 3309
5084, 21413, 42829
5085, 23753, 47509
5086, 8819, 17641
5087, 21664, 43331
5088, 327, 657
5089, 3002, 6007
5090, 27996, 55995
5091, 28405, 56813
5092, 14945, 29893
5093, 23651, 47305
5094, 19131, 38265
5095, 7949, 15901
5096, 11959, 23921
5097, 22987, 45977
5098, 2695, 5393
5099, 25049, 50101
5100, 24836, 49675
5101, 20239, 40481
5102, 4480, 8963
5103, 439, 881
5104, 2355, 4713
5105, 28860, 57723
5106, 27912, 55827
5107, 29920, 59843
5108, 26321, 52645
5109, 13692, 27387
5110, 22836, 45675
5111, 1878, 3759
5112, 6083, 12169
5113, 8693, 17389
5114, 27939, 55881
5115, 14780, 29563
5116, 18228, 36459
5117, 3054, 6111
5118, 24974, 49951
5119, 29622, 59247
5120, 18642, 37287
5121, 6323, 12649
5122, 9633, 19269
5123, 2708, 5419
5124, 29754, 59511
5125, 1419, 2841
5126, 13833, 27669
5127, 3096, 6195
5128, 21680, 43363
5129, 12937, 25877
5130, 27215, 54433
5131, 9856, 19715
5132, 276, 555
5133, 22224, 44451
5134, 11364, 22731
5135, 20928, 41859
5136, 12305, 24613
5137, 10202, 20407
5138, 20093, 40189
5139, 7696, 15395
5140, 23704, 47411
5141, 29226, 58455
5142, 29472, 58947
5143, 19366, 38735
5144, 3725, 7453
5145, 1121, 2245
5146, 15231, 30465
5147, 4037, 8077
5148, 7104, 14211
5149, 15454, 30911
5150, 12294, 24591
5151, 10998, 21999
5152, 29982, 59967
5153, 28585, 57173
5154, 5936, 11875
5155, 13462, 26927
5156, 21545, 43093
5157, 13074, 26151
5158, 11934, 23871
5159, 16272, 32547
5160, 23717, 47437
5161, 17813, 35629
5162, 1338, 2679
5163, 15468, 30939
5164, 1684, 3371
5165, 8833, 17669
5166, 7865, 15733
5167, 15497, 30997
5168, 25701, 51405
5169, 2474, 4951
5170, 607, 1217
5171, 1398, 2799
5172, 6505, 13013
5173, 13819, 27641
5174, 25320, 50643
5175, 19623, 39249
5176, 5254, 10511
5177, 27007, 54017
5178, 28932, 57867
5179, 25238, 50479
5180, 25391, 50785
5181, 22626, 45255
5182, 28418, 56839
5183, 441, 885
5184, 12435, 24873
5185, 12644, 25291
5186, 2688, 5379
5187, 21507, 43017
5188, 17685, 35373
5189, 25774, 51551
5190, 13986, 27975
5191, 21245, 42493
5192, 6653, 13309
5193, 14520, 29043
5194, 27009, 54021
5195, 14245, 28493
5196, 21869, 43741
5197, 9834, 19671
5198, 11174, 22351
5199, 3527, 7057
5200, 17046, 34095
5201, 16514, 33031
5202, 10215, 20433
5203, 27564, 55131
5204, 6699, 13401
5205, 10805, 21613
5206, 19633, 39269
5207, 15841, 31685
5208, 12054, 24111
5209, 24857, 49717
5210, 2344, 4691
5211, 57, 117
5212, 21355, 42713
5213, 24130, 48263
5214, 17322, 34647
5215, 2069, 4141
5216, 2458, 4919
5217, 21163, 42329
5218, 8394, 16791
5219, 17379, 34761
5220, 21992, 43987
5221, 728, 1459
5222, 5180, 10363
5223, 5093, 10189
5224, 17440, 34883
5225, 1466, 2935
5226, 27196, 54395
5227, 8244, 16491
5228, 85, 173
5229, 27347, 54697
5230, 23124, 46251
5231, 20484, 40971
5232, 19212, 38427
5233, 2971, 5945
5234, 9005, 18013
5235, 17961, 35925
5236, 2712, 5427
5237, 3105, 6213
5238, 6310, 12623
5239, 1755, 3513
5240, 18342, 36687
5241, 20213, 40429
5242, 22563, 45129
5243, 10934, 21871
5244, 18010, 36023
5245, 24646, 49295
5246, 5927, 11857
5247, 17156, 34315
5248, 29337, 58677
5249, 7240, 14483
5250, 16422, 32847
5251, 21311, 42625
5252, 14729, 29461
5253, 5336, 10675
5254, 20884, 41771
5255, 978, 1959
5256, 326, 655
5257, 1331, 2665
5258, 13122, 26247
5259, 29216, 58435
5260, 4806, 9615
5261, 3076, 6155
5262, 186, 375
5263, 16839, 33681
5264, 25135, 50273
5265, 21228, 42459
5266, 12553, 25109
5267, 21286, 42575
5268, 3879, 7761
5269, 11527, 23057
5270, 29420, 58843
5271, 17181, 34365
5272, 11164, 22331
5273, 27357, 54717
5274, 478, 959
5275, 6163, 12329
5276, 14822, 29647
5277, 1206, 2415
5278, 5793, 11589
5279, 16446, 32895
5280, 16890, 33783
5281, 11009, 22021
5282, 10091, 20185
5283, 17694, 35391
5284, 18144, 36291
5285, 13814, 27631
5286, 15571, 31145
5287, 22603, 45209
5288, 12391, 24785
5289, 14459, 28921
5290, 2572, 5147
5291, 7537, 15077
5292, 2023, 4049
5293, 14916, 29835
5294, 3473, 6949
5295, 21913, 43829
5296, 20583, 41169
5297, 23871, 47745
5298, 7457, 14917
5299, 20394, 40791
5300, 12592, 25187
5301, 29231, 58465
5302, 19374, 38751
5303, 16943, 33889
5304, 3170, 6343
5305, 16534, 33071
5306, 22464, 44931
5307, 29274, 58551
5308, 20470, 40943
5309, 1497, 2997
5310, 13119, 26241
5311, 19529, 39061
5312, 12835, 25673
5313, 28575, 57153
5314, 9281, 18565
5315, 20617, 41237
5316, 933, 1869
5317, 5498, 10999
5318, 26657, 53317
5319, 1449, 2901
5320, 21851, 43705
5321, 13769, 27541
5322, 3281, 6565
5323, 1584, 3171
5324, 10335, 20673
5325, 14813, 29629
5326, 29809, 59621
5327, 12801, 25605
5328, 16924, 33851
5329, 17754, 35511
5330, 14112, 28227
5331, 27837, 55677
5332, 29387, 58777
5333, 21728, 43459
5334, 22290, 44583
5335, 1946, 3895
5336, 2606, 5215
5337, 12267, 24537
5338, 1458, 2919
5339, 22419, 44841
5340, 20081, 40165
5341, 12792, 25587
5342, 8746, 17495
5343, 26543, 53089
5344, 24958, 49919
5345, 12010, 24023
5346, 2130, 4263
5347, 8327, 16657
5348, 28240, 56483
5349, 379, 761
5350, 10661, 21325
5351, 2306, 4615
5352, 11450, 22903
5353, 15382, 30767
5354, 7850, 15703
5355, 1124, 2251
5356, 11400, 22803
5357, 25365, 50733
5358, 16817, 33637
5359, 12679, 25361
5360, 18358, 36719
5361, 1238, 2479
5362, 21164, 42331
5363, 20327, 40657
5364, 1248, 2499
5365, 25188, 50379
5366, 3392, 6787
5367, 19173, 38349
5368, 2250, 4503
5369, 27811, 55625
5370, 25884, 51771
5371, 22980, 45963
5372, 8001, 16005
5373, 27483, 54969
5374, 23690, 47383
5375, 18168, 36339
5376, 21105, 42213
5377, 425, 853
5378, 10563, 21129
5379, 21536, 43075
5380, 27193, 54389
5381, 12499, 25001
5382, 7048, 14099
5383, 21585, 43173
5384, 25068, 50139
5385, 26922, 53847
5386, 1598, 3199
5387, 25621, 51245
5388, 17785, 35573
5389, 8757, 17517
5390, 20602, 41207
5391, 25267, 50537
5392, 21917, 43837
5393, 15883, 31769
5394, 18285, 36573
5395, 4273, 8549
5396, 15447, 30897
5397, 15361, 30725
5398, 10849, 21701
5399, 616, 1235
5400, 26013, 52029
5401, 2389, 4781
5402, 7957, 15917
5403, 2503, 5009
5404, 20557, 41117
5405, 10314, 20631
5406, 8070, 16143
5407, 21162, 42327
5408, 27494, 54991
5409, 21670, 43343
5410, 24767, 49537
5411, 2348, 4699
5412, 21368, 42739
5413, 12088, 24179
5414, 7153, 14309
5415, 25163, 50329
5416, 1113, 2229
5417, 11981, 23965
5418, 28102, 56207
5419, 25931, 51865
5420, 21274, 42551
5421, 596, 1195
5422, 16371, 32745
5423, 2062, 4127
5424, 17465, 34933
5425, 10289, 20581
5426, 28941, 57885
5427, 15778, 31559
5428, 4632, 9267
5429, 5888, 11779
5430, 11933, 23869
5431, 11579, 23161
5432, 638, 1279
5433, 16731, 33465
5434, 13686, 27375
5435, 16691, 33385
5436, 4989, 9981
5437, 29453, 58909
5438, 27718, 55439
5439, 10063, 20129
5440, 404, 811
5441, 26791, 53585
5442, 3180, 6363
5443, 9796, 19595
5444, 13557, 27117
5445, 28962, 57927
5446, 19721, 39445
5447, 27770, 55543
5448, 1897, 3797
5449, 21191, 42385
5450, 17498, 34999
5451, 15375, 30753
5452, 22867, 45737
5453, 540, 1083
5454, 29509, 59021
5455, 6175, 12353
5456, 20467, 40937
5457, 9024, 18051
5458, 12081, 24165
5459, 22339, 44681
5460, 8972, 17947
5461, 15529, 31061
5462, 24091, 48185
5463, 16215, 32433
5464, 22935, 45873
5465, 25835, 51673
5466, 14566, 29135
5467, 3713, 7429
5468, 16057, 32117
5469, 27115, 54233
5470, 2035, 4073
5471, 5486, 10975
5472, 8947, 17897
5473, 21109, 42221
5474, 3570, 7143
5475, 18143, 36289
5476, 15769, 31541
5477, 2523, 5049
5478, 5368, 10739
5479, 24677, 49357
5480, 17029, 34061
5481, 28383, 56769
5482, 20945, 41893
5483, 4200, 8403
5484, 12, 27
5485, 18899, 37801
5486, 4503, 9009
5487, 15726, 31455
5488, 6449, 12901
5489, 28159, 56321
5490, 25987, 51977
5491, 21146, 42295
5492, 12313, 24629
5493, 2627, 5257
5494, 16644, 33291
5495, 13683, 27369
5496, 5311, 10625
5497, 27902, 55807
5498, 15886, 31775
5499, 18664, 37331
5500, 19433, 38869
5501, 16174, 32351
5502, 1669, 3341
5503, 8592, 17187
5504, 603, 1209
5505, 1448, 2899
5506, 19194, 38391
5507, 20278, 40559
5508, 16458, 32919
5509, 8362, 16727
5510, 7653, 15309
5511, 24468, 48939
5512, 28947, 57897
5513, 28895, 57793
5514, 27860, 55723
5515, 2351, 4705
5516, 4909, 9821
5517, 11107, 22217
5518, 1554, 3111
5519, 22148, 44299
5520, 9308, 18619
5521, 6967, 13937
5522, 1659, 3321
5523, 6322, 12647
5524, 7720, 15443
5525, 28952, 57907
5526, 9087, 18177
5527, 19224, 38451
5528, 5774, 11551
5529, 12635, 25273
5530, 23958, 47919
5531, 18032, 36067
5532, 22773, 45549
5533, 14620, 29243
5534, 5299, 10601
5535, 1084, 2171
5536, 2916, 5835
5537, 7831, 15665
5538, 11564, 23131
5539, 8783, 17569
5540, 13297, 26597
5541, 28886, 57775
5542, 22008, 44019
5543, 16272, 32547
5544, 12925, 25853
5545, 6797, 13597
5546, 28682, 57367
5547, 5627, 11257
5548, 670, 1343
5549, 27714, 55431
5550, 2733, 5469
5551, 184, 371
5552, 23005, 46013
5553, 4528, 9059
5554, 23889, 47781
5555, 1680, 3363
5556, 242, 487
5557, 318, 639
5558, 5557, 11117
5559, 28621, 57245
5560, 12396, 24795
5561, 24012, 48027
5562, 13349, 26701
5563, 20769, 41541
5564, 10181, 20365
5565, 12798, 25599
5566, 25622, 51247
5567, 10746, 21495
5568, 6262, 12527
5569, 20092, 40187
5570, 8751, 17505
5571, 5940, 11883
5572, 13175, 26353
5573, 18856, 37715
5574, 28507, 57017
5575, 2528, 5059
5576, 2601, 5205
5577, 433, 869
5578, 14876, 29755
5579, 23364, 46731
5580, 25159, 50321
5581, 28856, 57715
5582, 29218, 58439
5583, 25122, 50247
5584, 1562, 3127
5585, 3122, 6247
5586, 1260, 2523
5587, 27966, 55935
5588, 25837, 51677
5589, 13198, 26399
5590, 27598, 55199
5591, 18202, 36407
5592, 6081, 12165
5593, 29207, 58417
5594, 25187, 50377
5595, 9988, 19979
5596, 7746, 15495
5597, 6171, 12345
5598, 16133, 32269
5599, 13138, 26279
5600, 26617, 53237
5601, 28493, 56989
5602, 7084, 14171
5603, 957, 1917
5604, 2194, 4391
5605, 3688, 7379
5606, 24627, 49257
5607, 1756, 3515
5608, 24449, 48901
5609, 4117, 8237
5610, 11697, 23397
5611, 17986, 35975
5612, 27153, 54309
5613, 12559, 25121
5614, 5126, 10255
5615, 5563, 11129
5616, 22909, 45821
5617, 6533, 13069
5618, 17844, 35691
5619, 4547, 9097
5620, 15219, 30441
5621, 21952, 43907
5622, 15857, 31717
5623, 10375, 20753
5624, 26101, 52205
5625, 16901, 33805
5626, 3322, 6647
5627, 1264, 2531
5628, 18002, 36007
5629, 28093, 56189
5630, 16041, 32085
5631, 29901, 59805
5632, 7253, 14509
5633, 14803, 29609
5634, 3914, 7831
5635, 1664, 3331
5636, 140, 283
5637, 13918, 27839
5638, 25259, 50521
5639, 1949, 3901
5640, 2235, 4473
5641, 896, 1795
5642, 12658, 25319
5643, 17150, 34303
5644, 178, 359
5645, 14733, 29469
5646, 24755, 49513
5647, 16186, 32375
5648, 26733, 53469
5649, 7280, 14563
5650, 14274, 28551
5651, 11559, 23121
5652, 28314, 56631
5653, 7755, 15513
5654, 26694, 53391
5655, 8093, 16189
5656, 6256, 12515
5657, 46, 95
5658, 23695, 47393
5659, 28797, 57597
5660, 19934, 39871
5661, 18730, 37463
5662, 16426, 32855
5663, 450, 903
5664, 15346, 30695
5665, 15062, 30127
5666, 386, 775
5667, 29431, 58865
5668, 8780, 17563
5669, 19665, 39333
5670, 29928, 59859
5671, 21018, 42039
5672, 5329, 10661
5673, 28089, 56181
5674, 12294, 24591
5675, 12671, 25345
5676, 1444, 2891
5677, 10876, 21755
5678, 5969, 11941
5679, 16679, 33361
5680, 11090, 22183
5681, 19389, 38781
5682, 19438, 38879
5683, 27762, 55527
5684, 5964, 11931
5685, 25209, 50421
5686, 2806, 5615
5687, 27619, 55241
5688, 4251, 8505
5689, 2026, 4055
5690, 2205, 4413
5691, 9252, 18507
5692, 1743, 3489
5693, 21675, 43353
5694, 25775, 51553
5695, 282, 567
5696, 12600, 25203
5697, 21278, 42559
5698, 20363, 40729
5699, 25945, 51893
5700, 11865, 23733
5701, 28939, 57881
5702, 22805, 45613
5703, 13579, 27161
5704, 14234, 28471
5705, 13449, 26901
5706, 6167, 12337
5707, 26061, 52125
5708, 15677, 31357
5709, 14370, 28743
5710, 15111, 30225
5711, 12811, 25625
5712, 2403, 4809
5713, 12850, 25703
5714, 479, 961
5715, 28845, 57693
5716, 29296, 58595
5717, 2960, 5923
5718, 2601, 5205
5719, 226, 455
5720, 5084, 10171
5721, 18800, 37603
5722, 8537, 17077
5723, 8988, 17979
5724, 26379, 52761
5725, 20104, 40211
5726, 4448, 8899
5727, 25436, 50875
5728, 19088, 38179
5729, 14194, 28391
5730, 7038, 14079
5731, 895, 1793
5732, 26829, 53661
5733, 22098, 44199
5734, 5464, 10931
5735, 15864, 31731
5736, 23982, 47967
5737, 4536, 9075
5738, 23626, 47255
5739, 10225, 20453
5740, 25751, 51505
5741, 10952, 21907
5742, 4862, 9727
5743, 23661, 47325
5744, 8858, 17719
5745, 11928, 23859
5746, 23870, 47743
5747, 20192, 40387
5748, 24814, 49631
5749, 5849, 11701
5750, 3590, 7183
5751, 1568, 3139
5752, 19356, 38715
5753, 23994, 47991
5754, 1710, 3423
5755, 28525, 57053
5756, 2172, 4347
5757, 2313, 4629
5758, 28518, 57039
5759, 25264, 50531
5760, 14944, 29891
5761, 28827, 57657
5762, 24627, 49257
5763, 15360, 30723
5764, 17551, 35105
5765, 17391, 34785
5766, 29657, 59317
5767, 11882, 23767
5768, 25205, 50413
5769, 4878, 9759
5770, 29513, 59029
5771, 13298, 26599
5772, 26520, 53043
5773, 24245, 48493
5774, 10846, 21695
5775, 16085, 32173
5776, 15310, 30623
5777, 29622, 59247
5778, 26034, 52071
5779, 4113, 8229
5780, 26542, 53087
5781, 5532, 11067
5782, 694, 1391
5783, 22311, 44625
5784, 17732, 35467
5785, 15502, 31007
5786, 17922, 35847
5787, 2544, 5091
5788, 10505, 21013
5789, 27254, 54511
5790, 27625, 55253
5791, 19662, 39327
5792, 5905, 11813
5793, 23394, 46791
5794, 10065, 20133
5795, 12884, 25771
5796, 22663, 45329
5797, 5418, 10839
5798, 705, 1413
5799, 1721, 3445
5800, 1367, 2737
5801, 6739, 13481
5802, 22460, 44923
5803, 14808, 29619
5804, 22058, 44119
5805, 17459, 34921
5806, 20558, 41119
5807, 3019, 6041
5808, 21143, 42289
5809, 2134, 4271
5810, 9956, 19915
5811, 12618, 25239
5812, 12183, 24369
5813, 11553, 23109
5814, 6241, 12485
5815, 895, 1793
5816, 29242, 58487
5817, 12725, 25453
5818, 15469, 30941
5819, 15420, 30843
5820, 10905, 21813
5821, 27926, 55855
5822, 14352, 28707
5823, 11839, 23681
5824, 23308, 46619
5825, 10381, 20765
5826, 2385, 4773
5827, 21172, 42347
5828, 24477, 48957
5829, 14666, 29335
5830, 5176, 10355
5831, 20475, 40953
5832, 27068, 54139
5833, 23886, 47775
5834, 2122, 4247
5835, 23980, 47963
5836, 25652, 51307
5837, 24456, 48915
5838, 6134, 12271
5839, 10712, 21427
5840, 21341, 42685
5841, 18238, 36479
5842, 12411, 24825
5843, 9106, 18215
5844, 1427, 2857
5845, 5807, 11617
5846, 17197, 34397
5847, 20142, 40287
5848, 10216, 20435
5849, 23799, 47601
5850, 8136, 16275
5851, 1225, 2453
5852, 4886, 9775
5853, 7986, 15975
5854, 18692, 37387
5855, 18314, 36631
5856, 25784, 51571
5857, 23780, 47563
5858, 570, 1143
5859, 2086, 4175
5860, 14521, 29045
5861, 13209, 26421
5862, 15973, 31949
5863, 2090, 4183
5864, 5900, 11803
5865, 26056, 52115
5866, 1948, 3899
5867, 14197, 28397
5868, 27037, 54077
5869, 18685, 37373
5870, 22655, 45313
5871, 13187, 26377
5872, 3720, 7443
5873, 24375, 48753
5874, 5664, 11331
5875, 19442, 38887
5876, 23178, 46359
5877, 8079, 16161
5878, 15173, 30349
5879, 12350, 24703
5880, 8116, 16235
5881, 12827, 25657
5882, 13499, 27001
5883, 10960, 21923
5884, 3175, 6353
5885, 8978, 17959
5886, 22509, 45021
5887, 3383, 6769
5888, 332, 667
5889, 20785, 41573
5890, 10165, 20333
5891, 12725, 25453
5892, 26307, 52617
5893, 7005, 14013
5894, 23409, 46821
5895, 13821, 27645
5896, 895, 1793
5897, 4489, 8981
5898, 23642, 47287
5899, 21307, 42617
5900, 25167, 50337
5901, 11482, 22967
5902, 11537, 23077
5903, 549, 1101
5904, 14464, 28931
5905, 21257, 42517
5906, 28539, 57081
5907, 880, 1763
5908, 17250, 34503
5909, 10506, 21015
5910, 1951, 3905
5911, 21431, 42865
5912, 472, 947
5913, 955, 1913
5914, 17389, 34781
5915, 29783, 59569
5916, 25716, 51435
5917, 12030, 24063
5918, 25074, 50151
5919, 10190, 20383
5920, 14018, 28039
5921, 12858, 25719
5922, 10505, 21013
5923, 8806, 17615
5924, 4259, 8521
5925, 7135, 14273
5926, 2436, 4875
5927, 7932, 15867
5928, 24077, 48157
5929, 4697, 9397
5930, 4395, 8793
5931, 12550, 25103
5932, 28209, 56421
5933, 19303, 38609
5934, 29907, 59817
5935, 677, 1357
5936, 27054, 54111
5937, 1100, 2203
5938, 22579, 45161
5939, 5911, 11825
5940, 980, 1963
5941, 10342, 20687
5942, 18420, 36843
5943, 6303, 12609
5944, 12107, 24217
5945, 19757, 39517
5946, 6663, 13329
5947, 7017, 14037
5948, 3365, 6733
5949, 3390, 6783
5950, 10299, 20601
5951, 29656, 59315
5952, 12273, 24549
5953, 200, 403
5954, 6415, 12833
5955, 8515, 17033
5956, 321, 645
5957, 29799, 59601
5958, 10948, 21899
5959, 15536, 31075
5960, 1374, 2751
5961, 28160, 56323
5962, 13495, 26993
5963, 17631, 35265
5964, 20779, 41561
5965, 956, 1915
5966, 21230, 42463
5967, 27531, 55065
5968, 7800, 15603
5969, 2088, 4179
5970, 28657, 57317
5971, 18412, 36827
5972, 22616, 45235
5973, 9963, 19929
5974, 8411, 16825
5975, 4736, 9475
5976, 11749, 23501
5977, 7850, 15703
5978, 1968, 3939
5979, 19979, 39961
5980, 7266, 14535
5981, 7193, 14389
5982, 12273, 24549
5983, 477, 957
5984, 20592, 41187
5985, 4515, 9033
5986, 6510, 13023
5987, 26963, 53929
5988, 10117, 20237
5989, 780, 1563
5990, 25948, 51899
5991, 15520, 31043
5992, 26011, 52025
5993, 2325, 4653
5994, 22951, 45905
5995, 413, 829
5996, 29477, 58957
5997, 7600, 15203
5998, 11914, 23831
5999, 15615, 31233
6000, 14151, 28305
6001, 23908, 47819
6002, 23132, 46267
6003, 19193, 38389
6004, 25158, 50319
6005, 16867, 33737
6006, 20397, 40797
6007, 2273, 4549
6008, 15422, 30847
6009, 12586, 25175
6010, 24977, 49957
6011, 11847, 23697
6012, 19475, 38953
6013, 19929, 39861
6014, 16956, 33915
6015, 5731, 11465
6016, 27305, 54613
6017, 3475, 6953
6018, 20431, 40865
6019, 10654, 21311
6020, 5720, 11443
6021, 3752, 7507
6022, 9074, 18151
6023, 85, 173
6024, 6810, 13623
6025, 28913, 57829
6026, 5795, 11593
6027, 8921, 17845
6028, 24583, 49169
6029, 13820, 27643
6030, 13005, 26013
6031, 2746, 5495
6032, 852, 1707
6033, 27753, 55509
6034, 16157, 32317
6035, 18757, 37517
6036, 15287, 30577
6037, 10900, 21803
6038, 24721, 49445
6039, 539, 1081
6040, 1982, 3967
6041, 7285, 14573
6042, 82, 167
6043, 21028, 42059
6044, 1264, 2531
6045, 10436, 20875
6046, 27715, 55433
6047, 10740, 21483
6048, 13571, 27145
6049, 29024, 58051
6050, 26074, 52151
6051, 1325, 2653
6052, 1184, 2371
6053, 13041, 26085
6054, 4911, 9825
6055, 7509, 15021
6056, 965, 1933
6057, 18380, 36763
6058, 1618, 3239
6059, 6410, 12823
6060, 18361, 36725
6061, 21016, 42035
6062, 20194, 40391
6063, 10051, 20105
6064, 2709, 5421
6065, 20783, 41569
6066, 18907, 37817
6067, 24536, 49075
6068, 11665, 23333
6069, 9799, 19601
6070, 9136, 18275
6071, 3397, 6797
6072, 8653, 17309
6073, 19538, 39079
6074, 16538, 33079
6075, 17323, 34649
6076, 10353, 20709
6077, 18211, 36425
6078, 2559, 5121
6079, 26903, 53809
6080, 18918, 37839
6081, 3537, 7077
6082, 2358, 4719
6083, 4871, 9745
6084, 19783, 39569
6085, 29792, 59587
6086, 9914, 19831
6087, 23850, 47703
6088, 17426, 34855
6089, 22686, 45375
6090, 18269, 36541
6091, 7528, 15059
6092, 2292, 4587
6093, 5708, 11419
6094, 13807, 27617
6095, 6434, 12871
6096, 1204, 2411
6097, 1662, 3327
6098, 10815, 21633
6099, 8123, 16249
6100, 9406, 18815
6101, 3653, 7309
6102, 11569, 23141
6103, 11863, 23729
6104, 2723, 5449
6105, 138, 279
6106, 785, 1573
6107, 226, 455
6108, 1982, 3967
6109, 22333, 44669
6110, 4135, 8273
6111, 13397, 26797
6112, 10170, 20343
6113, 1968, 3939
6114, 27532, 55067
6115, 24116, 48235
6116, 28467, 56937
6117, 269, 541
6118, 5180, 10363
6119, 15707, 31417
6120, 9051, 18105
6121, 19759, 39521
6122, 1851, 3705
6123, 26619, 53241
6124, 1534, 3071
6125, 15072, 30147
6126, 24349, 48701
6127, 6880, 13763
6128, 14039, 28081
6129, 23326, 46655
6130, 5105, 10213
6131, 3573, 7149
6132, 12836, 25675
6133, 20435, 40873
6134, 21821, 43645
6135, 29193, 58389
6136, 1544, 3091
6137, 19685, 39373
6138, 11360, 22723
6139, 1699, 3401
6140, 16768, 33539
6141, 7004, 14011
6142, 804, 1611
6143, 8244, 16491
6144, 12520, 25043
6145, 22467, 44937
6146, 17027, 34057
6147, 26045, 52093
6148, 3406, 6815
6149, 28624, 57251
6150, 21980, 43963
6151, 28529, 57061
6152, 8758, 17519
6153, 9031, 18065
6154, 19493, 38989
6155, 9420, 18843
6156, 23232, 46467
6157, 3099, 6201
6158, 1427, 2857
6159, 6916, 13835
6160, 5592, 11187
6161, 29142, 58287
6162, 16024, 32051
6163, 9102, 18207
6164, 2733, 5469
6165, 27708, 55419
6166, 14332, 28667
6167, 9188, 18379
6168, 20836, 41675
6169, 6443, 12889
6170, 9519, 19041
6171, 6790, 13583
6172, 25613, 51229
6173, 27078, 54159
6174, 21726, 43455
6175, 14, 31
6176, 11222, 22447
6177, 19155, 38313
6178, 18372, 36747
6179, 7337, 14677
6180, 28286, 56575
6181, 11360, 22723
6182, 10691, 21385
6183, 22771, 45545
6184, 12301, 24605
6185, 11437, 22877
6186, 24883, 49769
6187, 29666, 59335
6188, 23747, 47497
6189, 27206, 54415
6190, 10362, 20727
6191, 15382, 30767
6192, 20302, 40607
6193, 16752, 33507
6194, 26076, 52155
6195, 19855, 39713
6196, 1856, 3715
6197, 918, 1839
6198, 13717, 27437
6199, 17263, 34529
6200, 9151, 18305
6201, 8484, 16971
6202, 23077, 46157
6203, 14081, 28165
6204, 334, 671
6205, 11460, 22923
6206, 1772, 3547
6207, 12283, 24569
6208, 17133, 34269
6209, 423, 849
6210, 14582, 29167
6211, 27136, 54275
6212, 2173, 4349
6213, 2871, 5745
6214, 4632, 9267
6215, 4969, 9941
6216, 8263, 16529
6217, 3882, 7767
6218, 27196, 54395
6219, 26949, 53901
6220, 25885, 51773
6221, 18857, 37717
6222, 2809, 5621
6223, 21662, 43327
6224, 2673, 5349
6225, 5298, 10599
6226, 18791, 37585
6227, 27903, 55809
6228, 9412, 18827
6229, 7867, 15737
6230, 29233, 58469
6231, 1074, 2151
6232, 642, 1287
6233, 29848, 59699
6234, 15339, 30681
6235, 8014, 16031
6236, 11964, 23931
6237, 25246, 50495
6238, 13222, 26447
6239, 242, 487
6240, 1173, 2349
6241, 28937, 57877
6242, 22466, 44935
6243, 10443, 20889
6244, 18882, 37767
6245, 2667, 5337
6246, 21764, 43531
6247, 27740, 55483
6248, 10828, 21659
6249, 17542, 35087
6250, 6632, 13267
6251, 3326, 6655
6252, 1672, 3347
6253, 12940, 25883
6254, 13369, 26741
6255, 28453, 56909
6256, 10040, 20083
6257, 2661, 5325
6258, 11486, 22975
6259, 22246, 44495
6260, 1059, 2121
6261, 7009, 14021
6262, 22007, 44017
6263, 19894, 39791
6264, 13987, 27977
6265, 542, 1087
6266, 16169, 32341
6267, 5493, 10989
6268, 26286, 52575
6269, 7580, 15163
6270, 17461, 34925
6271, 19627, 39257
6272, 25399, 50801
6273, 25023, 50049
6274, 27088, 54179
6275, 10257, 20517
6276, 1445, 2893
6277, 4309, 8621
6278, 1919, 3841
6279, 25939, 51881
6280, 27012, 54027
6281, 6793, 13589
6282, 9953, 19909
6283, 23316, 46635
6284, 19578, 39159
6285, 16695, 33393
6286, 28513, 57029
6287, 18994, 37991
6288, 10877, 21757
6289, 5457, 10917
6290, 22508, 45019
6291, 21580, 43163
6292, 27204, 54411
6293, 16385, 32773
6294, 3344, 6691
6295, 15234, 30471
6296, 11771, 23545
6297, 24847, 49697
6298, 23686, 47375
6299, 20348, 40699
6300, 7227, 14457
6301, 1030, 2063
6302, 26049, 52101
6303, 11182, 22367
6304, 13625, 27253
6305, 28818, 57639
6306, 14535, 29073
6307, 10970, 21943
6308, 2110, 4223
6309, 23085, 46173
6310, 22336, 44675
6311, 13270, 26543
6312, 23895, 47793
