,X,Y,Z
5054, 29, 2256, 8454
5055, 3, 7985, 23977
5056, 26, 21426, 65634
5057, 3, 21163, 63511
5058, 93, 26049, 95449
5059, 62, 26422, 86958
5060, 55, 469, 7461
5061, 82, 18780, 69792
5062, 47, 14166, 46920
5063, 1, 14192, 42582
5064, 76, 2003, 17565
5065, 76, 5396, 27744
5066, 36, 373, 3715
5067, 88, 6141, 33915
5068, 0, 15311, 45937
5069, 98, 12795, 57597
5070, 62, 7721, 30855
5071, 11, 23603, 71055
5072, 31, 14526, 45504
5073, 85, 10159, 44931
5074, 11, 12146, 36684
5075, 33, 14106, 44500
5076, 53, 5864, 23214
5077, 1, 1476, 4434
5078, 76, 5026, 26634
5079, 84, 8173, 38635
5080, 86, 29802, 104202
5081, 83, 12351, 50835
5082, 66, 19441, 67039
5083, 51, 1692, 10282
5084, 1, 19895, 59691
5085, 72, 1770, 15682
5086, 32, 29226, 89730
5087, 20, 22604, 68616
5088, 25, 9746, 30492
5089, 44, 7108, 25200
5090, 63, 2348, 14986
5091, 66, 21461, 73099
5092, 23, 21, 1125
5093, 68, 23454, 79614
5094, 33, 7530, 24772
5095, 16, 11843, 36045
5096, 62, 9774, 37014
5097, 37, 11902, 38448
5098, 26, 13676, 42384
5099, 92, 1879, 22569
5100, 41, 17181, 54909
5101, 70, 2607, 17625
5102, 10, 4683, 14253
5103, 9, 11779, 35503
5104, 56, 19063, 63465
5105, 45, 5103, 19363
5106, 85, 16441, 63777
5107, 37, 13553, 43401
5108, 92, 12582, 54678
5109, 59, 7408, 29190
5110, 45, 454, 5416
5111, 92, 22269, 83739
5112, 98, 183, 19761
5113, 43, 28376, 88830
5114, 24, 19036, 58264
5115, 24, 11190, 34726
5116, 48, 1178, 8146
5117, 63, 26689, 88009
5118, 80, 10964, 45696
5119, 94, 11233, 51375
5120, 77, 10421, 43125
5121, 44, 26938, 84690
5122, 29, 13791, 43059
5123, 95, 1526, 22632
5124, 55, 29153, 93513
5125, 37, 4036, 14850
5126, 58, 22158, 73206
5127, 21, 17056, 52054
5128, 64, 4188, 20760
5129, 40, 17494, 55686
5130, 57, 13834, 48004
5131, 34, 14657, 46287
5132, 18, 9094, 27934
5133, 44, 5721, 21039
5134, 10, 1757, 5475
5135, 37, 21613, 67581
5136, 98, 6036, 37320
5137, 88, 26796, 95880
5138, 27, 24423, 74731
5139, 32, 9834, 31554
5140, 74, 24080, 83196
5141, 95, 28193, 102633
5142, 63, 1658, 12916
5143, 47, 19894, 64104
5144, 55, 294, 6936
5145, 50, 206, 5622
5146, 63, 14270, 50752
5147, 15, 10625, 32329
5148, 76, 17944, 65388
5149, 33, 2174, 8704
5150, 84, 23102, 83422
5151, 36, 24111, 74929
5152, 68, 16860, 59832
5153, 46, 21325, 68211
5154, 32, 17945, 55887
5155, 11, 10711, 32379
5156, 72, 25977, 88303
5157, 44, 26128, 82260
5158, 0, 25857, 77575
5159, 89, 2247, 22587
5160, 35, 1901, 8157
5161, 57, 16090, 54772
5162, 67, 8896, 35670
5163, 2, 10749, 32259
5164, 80, 15178, 58338
5165, 37, 9912, 32478
5166, 34, 11694, 37398
5167, 31, 13231, 41619
5168, 99, 9812, 49042
5169, 13, 24102, 72648
5170, 74, 1852, 16512
5171, 69, 22468, 76930
5172, 73, 19429, 68949
5173, 57, 6551, 26155
5174, 93, 25709, 94429
5175, 75, 14425, 54529
5176, 63, 19449, 66289
5177, 66, 19954, 68578
5178, 77, 24151, 84315
5179, 36, 7229, 24283
5180, 87, 12514, 52684
5181, 93, 19727, 76483
5182, 8, 29350, 88182
5183, 71, 29558, 98760
5184, 68, 6085, 27507
5185, 74, 12862, 49542
5186, 34, 21530, 66906
5187, 85, 11194, 48036
5188, 37, 10523, 34311
5189, 62, 7873, 31311
5190, 14, 2820, 8856
5191, 42, 21750, 68782
5192, 69, 24882, 84172
5193, 9, 17996, 54154
5194, 14, 26060, 78576
5195, 33, 5578, 18916
5196, 22, 10409, 32199
5197, 20, 19340, 58824
5198, 2, 14702, 44118
5199, 75, 28683, 97303
5200, 53, 15607, 52443
5201, 4, 27806, 83454
5202, 77, 29177, 99393
5203, 12, 21824, 65764
5204, 84, 26853, 94675
5205, 10, 2659, 8181
5206, 20, 29455, 89169
5207, 62, 2853, 16251
5208, 12, 3343, 10321
5209, 37, 16114, 51084
5210, 16, 18535, 56121
5211, 48, 24619, 78469
5212, 39, 823, 5515
5213, 3, 26166, 78520
5214, 96, 9806, 47854
5215, 8, 12278, 36966
5216, 64, 4274, 21018
5217, 4, 7756, 23304
5218, 45, 14882, 48700
5219, 42, 14302, 46438
5220, 2, 19209, 57639
5221, 13, 14871, 44955
5222, 45, 19157, 61525
5223, 19, 15215, 46371
5224, 53, 29785, 94977
5225, 99, 17132, 71002
5226, 37, 10608, 34566
5227, 46, 952, 7092
5228, 92, 18916, 73680
5229, 77, 21782, 77208
5230, 51, 29070, 92416
5231, 38, 28096, 87180
5232, 39, 25022, 78112
5233, 62, 19538, 66306
5234, 36, 6621, 22459
5235, 10, 27420, 82464
5236, 79, 25424, 88758
5237, 36, 16468, 52000
5238, 10, 21664, 65196
5239, 68, 1322, 13218
5240, 78, 4056, 24340
5241, 26, 20800, 63756
5242, 43, 16431, 52995
5243, 30, 4490, 15274
5244, 68, 6887, 29913
5245, 7, 17458, 52476
5246, 77, 26485, 91317
5247, 8, 6128, 18516
5248, 56, 21218, 69930
5249, 61, 28600, 93246
5250, 24, 4721, 15319
5251, 56, 14979, 51213
5252, 35, 6530, 22044
5253, 71, 802, 12492
5254, 48, 26294, 83494
5255, 41, 4208, 15990
5256, 80, 11348, 46848
5257, 15, 23800, 71854
5258, 56, 22508, 73800
5259, 45, 3992, 16030
5260, 18, 15674, 47674
5261, 45, 21396, 68242
5262, 67, 26700, 89082
5263, 71, 20750, 72336
5264, 86, 23271, 84609
5265, 69, 84, 9778
5266, 71, 14632, 53982
5267, 97, 9626, 47700
5268, 54, 10599, 37633
5269, 65, 15386, 54612
5270, 45, 27488, 86518
5271, 75, 1289, 15121
5272, 15, 27285, 82309
5273, 13, 19740, 59562
5274, 7, 20462, 61488
5275, 42, 3226, 13210
5276, 28, 22179, 68109
5277, 34, 5956, 20184
5278, 98, 26715, 99357
5279, 14, 28578, 86130
5280, 33, 17558, 54856
5281, 19, 16064, 48918
5282, 84, 14152, 56572
5283, 53, 24553, 79281
5284, 21, 8902, 27592
5285, 59, 22963, 75855
5286, 99, 24806, 94024
5287, 14, 26684, 80448
5288, 3, 16226, 48700
5289, 29, 1922, 7452
5290, 80, 7038, 33918
5291, 82, 22041, 79575
5292, 81, 24811, 87559
5293, 74, 5960, 28836
5294, 56, 28650, 92226
5295, 6, 2309, 7003
5296, 69, 11957, 45397
5297, 27, 8307, 26383
5298, 51, 18970, 62116
5299, 87, 20729, 77329
5300, 50, 26985, 85959
5301, 80, 4901, 27507
5302, 92, 22928, 85716
5303, 45, 16129, 52441
5304, 65, 29573, 97173
5305, 27, 15044, 46594
5306, 38, 16868, 53496
5307, 65, 28060, 92634
5308, 93, 10714, 49444
5309, 59, 20394, 68148
5310, 19, 6977, 21657
5311, 19, 15182, 46272
5312, 29, 3084, 10938
5313, 73, 25510, 87192
5314, 48, 17126, 55990
5315, 4, 5201, 15639
5316, 90, 13590, 56974
5317, 17, 7801, 23985
5318, 22, 1654, 5934
5319, 60, 5904, 24916
5320, 19, 9156, 28194
5321, 62, 19033, 64791
5322, 63, 24168, 80446
5323, 30, 2219, 8461
5324, 12, 21303, 64201
5325, 2, 12402, 37218
5326, 6, 6824, 20548
5327, 32, 6518, 21606
5328, 83, 9061, 40965
5329, 19, 17760, 54006
5330, 26, 1780, 6696
5331, 48, 1098, 7906
5332, 58, 4502, 20238
5333, 46, 9654, 33198
5334, 67, 367, 10083
5335, 61, 15602, 54252
5336, 51, 16616, 55054
5337, 78, 25210, 87802
5338, 50, 8274, 29826
5339, 26, 4302, 14262
5340, 50, 21196, 68592
5341, 78, 7590, 34942
5342, 20, 12902, 39510
5343, 97, 16180, 67362
5344, 99, 3974, 31528
5345, 28, 377, 2703
5346, 59, 3979, 18903
5347, 70, 1018, 12858
5348, 65, 24241, 81177
5349, 2, 18148, 54456
5350, 25, 14644, 45186
5351, 86, 12590, 52566
5352, 43, 4025, 15777
5353, 17, 11822, 36048
5354, 11, 19177, 57777
5355, 40, 9102, 30510
5356, 55, 29279, 93891
5357, 80, 28496, 98292
5358, 83, 15044, 58914
5359, 79, 1808, 17910
5360, 75, 16184, 59806
5361, 78, 7305, 34087
5362, 67, 27124, 90354
5363, 94, 27483, 100125
5364, 90, 20526, 77782
5365, 10, 5132, 15600
5366, 39, 1341, 7069
5367, 51, 10316, 36154
5368, 13, 10494, 31824
5369, 0, 19581, 58747
5370, 74, 13686, 52014
5371, 69, 4722, 23692
5372, 71, 20409, 71313
5373, 99, 29047, 106747
5374, 30, 8202, 26410
5375, 10, 2658, 8178
5376, 44, 19, 3933
5377, 77, 20489, 73329
5378, 16, 14200, 43116
5379, 89, 6948, 36690
5380, 43, 28119, 88059
5381, 53, 4916, 20370
5382, 1, 23506, 70524
5383, 45, 2772, 12370
5384, 8, 1105, 3447
5385, 82, 20591, 75225
5386, 15, 19265, 58249
5387, 48, 25347, 80653
5388, 74, 23714, 82098
5389, 45, 25636, 80962
5390, 45, 25216, 79702
5391, 1, 27459, 82383
5392, 70, 18543, 65433
5393, 55, 7728, 29238
5394, 23, 11613, 35901
5395, 59, 13022, 46032
5396, 3, 4978, 14956
5397, 4, 15975, 47961
5398, 87, 18235, 69847
5399, 64, 31, 8289
5400, 76, 16904, 62268
5401, 37, 16653, 52701
5402, 59, 2962, 15852
5403, 90, 20167, 76705
5404, 77, 24289, 84729
5405, 18, 1582, 5398
5406, 28, 5741, 18795
5407, 33, 16554, 51844
5408, 17, 9092, 27858
5409, 29, 2055, 7851
5410, 56, 5355, 22341
5411, 19, 1552, 5382
5412, 9, 28872, 86782
5413, 26, 938, 4170
5414, 89, 26047, 93987
5415, 43, 14405, 46917
5416, 28, 5980, 19512
5417, 29, 6494, 21168
5418, 12, 2481, 7735
5419, 43, 17224, 55374
5420, 18, 28736, 86860
5421, 48, 24365, 77707
5422, 27, 25627, 78343
5423, 65, 10832, 40950
5424, 82, 17737, 66663
5425, 82, 660, 15432
5426, 63, 19308, 65866
5427, 90, 7234, 37906
5428, 71, 2465, 17481
5429, 8, 17671, 53145
5430, 79, 27048, 93630
5431, 94, 22588, 85440
5432, 78, 25157, 87643
5433, 51, 18538, 60820
5434, 67, 27877, 92613
5435, 34, 25102, 77622
5436, 38, 2389, 10059
5437, 80, 11161, 46287
5438, 74, 2000, 16956
5439, 26, 1723, 6525
5440, 55, 16519, 55611
5441, 43, 433, 5001
5442, 77, 16934, 62664
5443, 35, 12541, 40077
5444, 64, 13765, 49491
5445, 61, 22661, 75429
5446, 81, 6460, 32506
5447, 2, 3518, 10566
5448, 69, 24458, 82900
5449, 47, 12602, 42228
5450, 61, 28792, 93822
5451, 59, 159, 7443
5452, 14, 19321, 58359
5453, 56, 28843, 92805
5454, 17, 20949, 63429
5455, 56, 26741, 86499
5456, 2, 1750, 5262
5457, 43, 16886, 54360
5458, 8, 2354, 7194
5459, 55, 13255, 45819
5460, 24, 8443, 26485
5461, 22, 2092, 7248
5462, 31, 20164, 62418
5463, 59, 17746, 60204
5464, 77, 8181, 36405
5465, 88, 10965, 48387
5466, 80, 25520, 89364
5467, 95, 10373, 49173
5468, 80, 27876, 96432
5469, 76, 12906, 50274
5470, 16, 9842, 30042
5471, 66, 5638, 25630
5472, 77, 12942, 50688
5473, 28, 13529, 42159
5474, 86, 6504, 34308
5475, 93, 18475, 72727
5476, 91, 19212, 74202
5477, 15, 4613, 14293
5478, 86, 855, 17361
5479, 29, 8065, 25881
5480, 46, 2124, 10608
5481, 71, 67, 10287
5482, 30, 10710, 33934
5483, 86, 5960, 32676
5484, 42, 19598, 62326
5485, 60, 26847, 87745
5486, 52, 2238, 12126
5487, 8, 2548, 7776
5488, 10, 29415, 88449
5489, 38, 5268, 18696
5490, 89, 16512, 65382
5491, 2, 17838, 53526
5492, 1, 1985, 5961
5493, 27, 10263, 32251
5494, 44, 6351, 22929
5495, 87, 28881, 101785
5496, 48, 20824, 67084
5497, 11, 28813, 86685
5498, 29, 14897, 46377
5499, 19, 15982, 48672
5500, 71, 10302, 40992
5501, 19, 16, 774
5502, 83, 25747, 91023
5503, 12, 29385, 88447
5504, 19, 8152, 25182
5505, 6, 6703, 20185
5506, 79, 13554, 53148
5507, 70, 14298, 52698
5508, 59, 2480, 14406
5509, 95, 28779, 104391
5510, 94, 17890, 71346
5511, 45, 16844, 54586
5512, 92, 2017, 22983
5513, 89, 11962, 51732
5514, 79, 8203, 37095
5515, 23, 17281, 52905
5516, 66, 4542, 22342
5517, 57, 22535, 74107
5518, 86, 1399, 18993
5519, 7, 13068, 39306
5520, 98, 28715, 105357
5521, 52, 29360, 93492
5522, 95, 19461, 76437
5523, 64, 24118, 80550
5524, 31, 11313, 35865
5525, 86, 1287, 18657
5526, 1, 10761, 32289
5527, 24, 20218, 61810
5528, 48, 3247, 14353
5529, 0, 25042, 75130
5530, 63, 1402, 12148
5531, 2, 9, 39
5532, 65, 28372, 93570
5533, 67, 17612, 61818
5534, 86, 29811, 104229
5535, 72, 24902, 85078
5536, 2, 28326, 84990
5537, 55, 16161, 54537
5538, 64, 28419, 93453
5539, 21, 11338, 34900
5540, 50, 24446, 78342
5541, 57, 29685, 95557
5542, 47, 908, 7146
5543, 88, 2274, 22314
5544, 21, 5257, 16657
5545, 5, 9438, 28368
5546, 12, 2087, 6553
5547, 95, 396, 19242
5548, 67, 1049, 12129
5549, 69, 3685, 20581
5550, 89, 6719, 36003
5551, 53, 18430, 60912
5552, 15, 1250, 4204
5553, 52, 5257, 21183
5554, 92, 6962, 37818
5555, 56, 18847, 62817
5556, 53, 15501, 52125
5557, 83, 16189, 62349
5558, 66, 9395, 36901
5559, 36, 5132, 17992
5560, 16, 10296, 31404
5561, 52, 1765, 10707
5562, 76, 28506, 97074
5563, 86, 2452, 22152
5564, 4, 16100, 48336
5565, 34, 28892, 88992
5566, 53, 18515, 61167
5567, 74, 26044, 89088
5568, 93, 17718, 70456
5569, 34, 1729, 7503
5570, 2, 25051, 75165
5571, 22, 4540, 14592
5572, 34, 15143, 47745
5573, 5, 23781, 71397
5574, 36, 29638, 91510
5575, 80, 18688, 68868
5576, 99, 9349, 47653
5577, 76, 2799, 19953
5578, 18, 11259, 34429
5579, 0, 3496, 10492
5580, 40, 8559, 28881
5581, 63, 7225, 29617
5582, 17, 28406, 85800
5583, 64, 27913, 91935
5584, 52, 22236, 72120
5585, 86, 29280, 102636
5586, 66, 26693, 88795
5587, 78, 5161, 27655
5588, 26, 10004, 31368
5589, 83, 14071, 55995
5590, 23, 27404, 83274
5591, 70, 13383, 49953
5592, 8, 14901, 44835
5593, 10, 10245, 30939
5594, 86, 8834, 41298
5595, 69, 14161, 52009
5596, 7, 22192, 66678
5597, 11, 13442, 40572
5598, 32, 4721, 16215
5599, 27, 17515, 54007
5600, 12, 2506, 7810
5601, 15, 26846, 80992
5602, 4, 26554, 79698
5603, 61, 5231, 23139
5604, 26, 8220, 26016
5605, 0, 11130, 33394
5606, 38, 6350, 21942
5607, 28, 5736, 18780
5608, 41, 28179, 87903
5609, 5, 18733, 56253
5610, 72, 22070, 76582
5611, 96, 25621, 95299
5612, 33, 26737, 82393
5613, 59, 20929, 69753
5614, 4, 19212, 57672
5615, 74, 1644, 15888
5616, 21, 3273, 10705
5617, 22, 17524, 53544
5618, 84, 11648, 49060
5619, 79, 2581, 20229
5620, 29, 6663, 21675
5621, 33, 3191, 11755
5622, 41, 8020, 27426
5623, 54, 25579, 82573
5624, 32, 6374, 21174
5625, 6, 19825, 59551
5626, 88, 24161, 87975
5627, 94, 9599, 46473
5628, 46, 13432, 44532
5629, 10, 2765, 8499
5630, 16, 17679, 53553
5631, 57, 404, 7714
5632, 95, 25249, 93801
5633, 27, 24104, 73774
5634, 94, 6880, 38316
5635, 15, 8355, 25519
5636, 94, 23708, 88800
5637, 45, 8181, 28597
5638, 8, 13542, 40758
5639, 53, 17753, 58881
5640, 80, 26485, 92259
5641, 12, 2009, 6319
5642, 94, 26185, 96231
5643, 50, 16660, 54984
5644, 6, 27789, 83443
5645, 93, 16191, 65875
5646, 72, 16578, 60106
5647, 2, 14442, 43338
5648, 82, 25114, 88794
5649, 77, 772, 14178
5650, 34, 9506, 30834
5651, 57, 14242, 49228
5652, 51, 932, 8002
5653, 29, 8188, 26250
5654, 99, 9164, 47098
5655, 4, 5944, 17868
5656, 12, 23177, 69823
5657, 84, 16236, 62824
5658, 31, 11574, 36648
5659, 57, 12382, 43648
5660, 42, 5754, 20794
5661, 92, 910, 19662
5662, 20, 4717, 14955
5663, 74, 24950, 85806
5664, 63, 13820, 49402
5665, 77, 29712, 100998
5666, 52, 21902, 71118
5667, 39, 25241, 78769
5668, 23, 2488, 8526
5669, 64, 14997, 53187
5670, 22, 19021, 58035
5671, 61, 27155, 88911
5672, 62, 18154, 62154
5673, 69, 12082, 45772
5674, 57, 1650, 11452
5675, 83, 8420, 39042
5676, 76, 3078, 20790
5677, 50, 13554, 45666
5678, 92, 8791, 43305
5679, 16, 26432, 79812
5680, 16, 23822, 71982
5681, 86, 26195, 93381
5682, 81, 18796, 69514
5683, 30, 26896, 82492
5684, 70, 4653, 23763
5685, 55, 4550, 19704
5686, 65, 6835, 28959
5687, 49, 623, 6675
5688, 89, 21856, 81414
5689, 8, 1587, 4893
5690, 45, 22852, 72610
5691, 3, 29742, 89248
5692, 1, 1480, 4446
5693, 0, 12147, 36445
5694, 36, 27849, 86143
5695, 6, 26705, 80191
5696, 18, 10777, 32983
5697, 89, 725, 18021
5698, 3, 12803, 38431
5699, 77, 18063, 66051
5700, 80, 21822, 78270
5701, 97, 15257, 64593
5702, 4, 6980, 20976
5703, 6, 22742, 68302
5704, 21, 691, 2959
5705, 97, 26488, 98286
5706, 52, 8435, 30717
5707, 65, 16325, 57429
5708, 38, 25881, 80535
5709, 33, 17178, 53716
5710, 16, 523, 2085
5711, 32, 14128, 44436
5712, 14, 17381, 52539
5713, 29, 26270, 80496
5714, 80, 21660, 77784
5715, 30, 10911, 34537
5716, 77, 13282, 51708
5717, 75, 16918, 62008
5718, 23, 26185, 79617
5719, 72, 6607, 30193
5720, 86, 8106, 39114
5721, 91, 27144, 97998
5722, 12, 27848, 83836
5723, 27, 19760, 60742
5724, 77, 8241, 36585
5725, 62, 13294, 47574
5726, 13, 1637, 5253
5727, 59, 23141, 76389
5728, 46, 9530, 32826
5729, 39, 8887, 29707
5730, 90, 2687, 24265
5731, 49, 919, 7563
5732, 49, 28128, 89190
5733, 1, 9028, 27090
5734, 94, 10761, 49959
5735, 95, 9699, 47151
5736, 40, 20751, 65457
5737, 67, 6379, 28119
5738, 83, 24587, 87543
5739, 82, 6647, 33393
5740, 72, 22024, 76444
5741, 26, 14839, 45873
5742, 17, 12831, 39075
5743, 55, 3193, 15633
5744, 56, 7392, 28452
5745, 43, 15399, 49899
5746, 31, 16628, 51810
5747, 71, 18576, 65814
5748, 48, 5889, 22279
5749, 38, 20779, 65229
5750, 38, 10446, 34230
5751, 33, 4504, 15694
5752, 75, 4008, 23278
5753, 28, 29482, 90018
5754, 63, 12804, 46354
5755, 5, 22435, 67359
5756, 10, 1125, 3579
5757, 54, 318, 6790
5758, 9, 20864, 62758
5759, 95, 15347, 64095
5760, 83, 19870, 73392
5761, 20, 11254, 34566
5762, 41, 1043, 6495
5763, 0, 25985, 77959
5764, 30, 5901, 19507
5765, 47, 12755, 42687
5766, 21, 14558, 44560
5767, 49, 9593, 33585
5768, 15, 10302, 31360
5769, 99, 27596, 102394
5770, 6, 11770, 35386
5771, 5, 27579, 82791
5772, 74, 2017, 17007
5773, 65, 10698, 40548
5774, 14, 17617, 53247
5775, 32, 2907, 10773
5776, 34, 11838, 37830
5777, 42, 24364, 76624
5778, 18, 18611, 56485
5779, 87, 20258, 75916
5780, 43, 10700, 35802
5781, 75, 8005, 35269
5782, 60, 17538, 59818
5783, 49, 24075, 77031
5784, 49, 15256, 50574
5785, 31, 27097, 83217
5786, 11, 13111, 39579
5787, 69, 28615, 95371
5788, 18, 26069, 78859
5789, 4, 18340, 55056
5790, 74, 91, 11229
5791, 89, 20794, 78228
5792, 15, 2438, 7768
5793, 39, 14034, 45148
5794, 33, 22669, 70189
5795, 53, 14587, 49383
5796, 8, 24325, 73107
5797, 27, 26504, 80974
5798, 56, 18946, 63114
5799, 42, 27608, 86356
5800, 63, 16000, 55942
5801, 33, 18522, 57748
5802, 61, 13569, 48153
5803, 55, 12623, 43923
5804, 25, 14455, 44619
5805, 71, 25298, 85980
5806, 79, 3171, 21999
5807, 99, 6166, 38104
5808, 29, 2319, 8643
5809, 28, 2032, 7668
5810, 77, 26138, 90276
5811, 93, 2709, 25429
5812, 71, 6786, 30444
5813, 34, 19620, 61176
5814, 23, 23462, 71448
5815, 15, 13159, 39931
5816, 46, 1164, 7728
5817, 33, 22102, 68488
5818, 54, 15009, 50863
5819, 95, 12764, 56346
5820, 43, 17087, 54963
5821, 57, 558, 8176
5822, 67, 1332, 12978
5823, 2, 7802, 23418
5824, 80, 2561, 20487
5825, 88, 7052, 36648
5826, 24, 17055, 52321
5827, 80, 24439, 86121
5828, 82, 5129, 28839
5829, 81, 1186, 16684
5830, 59, 8118, 31320
5831, 92, 19776, 76260
5832, 83, 2581, 21525
5833, 54, 22229, 72523
5834, 37, 24415, 75987
5835, 99, 9973, 49525
5836, 20, 9847, 30345
5837, 79, 31, 12579
5838, 96, 6933, 39235
5839, 77, 22251, 78615
5840, 68, 21283, 73101
5841, 85, 11952, 50310
5842, 29, 21351, 65739
5843, 89, 1833, 21345
5844, 23, 22371, 68175
5845, 12, 14729, 44479
5846, 75, 20601, 73057
5847, 11, 1516, 4794
5848, 24, 24659, 75133
5849, 77, 223, 12531
5850, 6, 21122, 63442
5851, 12, 1267, 4093
5852, 4, 22885, 68691
5853, 40, 16558, 52878
5854, 69, 4685, 23581
5855, 76, 26611, 91389
5856, 61, 5342, 23472
5857, 43, 29283, 91551
5858, 60, 4537, 20815
5859, 73, 1332, 14658
5860, 72, 17496, 62860
5861, 30, 2401, 9007
5862, 3, 15416, 46270
5863, 10, 24050, 72354
5864, 55, 16702, 56160
5865, 69, 2637, 17437
5866, 41, 22356, 70434
5867, 92, 18669, 72939
5868, 7, 9555, 28767
5869, 5, 12674, 38076
5870, 5, 17189, 51621
5871, 28, 11289, 35439
5872, 27, 13099, 40759
5873, 11, 2990, 9216
5874, 5, 2780, 8394
5875, 23, 4383, 14211
5876, 75, 3759, 22531
5877, 59, 1586, 11724
5878, 50, 17723, 58173
5879, 69, 2522, 17092
5880, 91, 17821, 70029
5881, 59, 29110, 94296
5882, 66, 17691, 61789
5883, 99, 25819, 97063
5884, 73, 10247, 41403
5885, 30, 5075, 17029
5886, 74, 6629, 30843
5887, 37, 12773, 41061
5888, 62, 28880, 94332
5889, 29, 5015, 16731
5890, 32, 24601, 75855
5891, 41, 5746, 20604
5892, 10, 15922, 47970
5893, 49, 13829, 46293
5894, 46, 25034, 79338
5895, 13, 29229, 88029
5896, 79, 23098, 81780
5897, 30, 27283, 83653
5898, 93, 1824, 22774
5899, 37, 21365, 66837
5900, 14, 21321, 64359
5901, 22, 10154, 31434
5902, 59, 5845, 24501
5903, 42, 15328, 49516
5904, 35, 25749, 79701
5905, 92, 5929, 34719
5906, 94, 18104, 71988
5907, 96, 13494, 58918
5908, 20, 11943, 36633
5909, 5, 4833, 14553
5910, 98, 7213, 40851
5911, 69, 13169, 49033
5912, 1, 16347, 49047
5913, 91, 28954, 103428
5914, 15, 7339, 22471
5915, 16, 20036, 60624
5916, 7, 27875, 83727
5917, 85, 8462, 39840
5918, 28, 20028, 61656
5919, 28, 16529, 51159
5920, 72, 1044, 13504
5921, 20, 5993, 18783
5922, 53, 2049, 11769
5923, 38, 16242, 51618
5924, 80, 4055, 24969
5925, 26, 2767, 9657
5926, 98, 4779, 33549
5927, 43, 7729, 26889
5928, 4, 2889, 8703
5929, 41, 85, 3621
5930, 2, 6403, 19221
5931, 55, 17103, 57363
5932, 90, 3739, 27421
5933, 12, 10247, 31033
5934, 61, 26724, 87618
5935, 50, 27265, 86799
5936, 2, 28067, 84213
5937, 27, 2401, 8665
5938, 94, 315, 18621
5939, 55, 15918, 53808
5940, 0, 25994, 77986
5941, 66, 2726, 16894
5942, 18, 606, 2470
5943, 8, 14066, 42330
5944, 64, 9548, 36840
5945, 5, 1868, 5658
5946, 47, 9074, 31644
5947, 76, 21150, 75006
5948, 40, 9787, 32565
5949, 19, 22685, 68781
5950, 26, 8595, 27141
5951, 41, 6198, 21960
5952, 90, 21628, 81088
5953, 11, 22040, 66366
5954, 14, 9136, 27804
5955, 43, 27762, 86988
5956, 19, 1927, 6507
5957, 69, 18430, 64816
5958, 82, 4380, 26592
5959, 86, 13886, 56454
5960, 61, 19115, 64791
5961, 27, 26886, 82120
5962, 55, 526, 7632
5963, 48, 21306, 68530
5964, 98, 89, 19479
5965, 13, 17113, 51681
5966, 68, 18962, 66138
5967, 73, 23610, 81492
5968, 58, 5269, 22539
5969, 32, 23190, 71622
5970, 59, 29862, 96552
5971, 68, 14791, 53625
5972, 41, 8600, 29166
5973, 72, 11599, 45169
5974, 27, 14750, 45712
5975, 33, 2204, 8794
5976, 3, 3120, 9382
5977, 78, 1883, 17821
5978, 80, 25520, 89364
5979, 74, 20010, 70986
5980, 98, 4686, 33270
5981, 59, 27330, 88956
5982, 49, 17961, 58689
5983, 21, 2021, 6949
5984, 36, 26806, 83014
5985, 7, 26596, 79890
5986, 58, 3430, 17022
5987, 9, 18868, 56770
5988, 74, 13187, 50517
5989, 67, 28114, 93324
5990, 7, 24411, 73335
5991, 17, 20117, 60933
5992, 66, 20129, 69103
5993, 55, 3299, 15951
5994, 60, 19472, 65620
5995, 3, 246, 760
5996, 82, 26193, 92031
5997, 44, 18528, 59460
5998, 46, 3615, 15081
5999, 41, 29, 3453
6000, 46, 24489, 77703
6001, 75, 17161, 62737
6002, 56, 6968, 27180
6003, 16, 29634, 89418
6004, 86, 4369, 27903
6005, 5, 15246, 45792
6006, 23, 1181, 4605
6007, 8, 23728, 71316
6008, 90, 19143, 73633
6009, 9, 22807, 68587
6010, 77, 10150, 42312
6011, 22, 23847, 72513
6012, 85, 12124, 50826
6013, 81, 18364, 68218
6014, 55, 11838, 41568
6015, 27, 29548, 90106
6016, 14, 23605, 71211
6017, 1, 9485, 28461
6018, 48, 24419, 77869
6019, 13, 17271, 52155
6020, 82, 25098, 88746
6021, 27, 15499, 47959
6022, 64, 16298, 57090
6023, 89, 15221, 61509
6024, 83, 3434, 24084
6025, 81, 5165, 28621
6026, 37, 441, 4065
6027, 24, 2116, 7504
6028, 74, 2565, 18651
6029, 6, 18653, 56035
6030, 85, 18124, 68826
6031, 44, 23034, 72978
6032, 95, 5409, 34281
6033, 73, 15097, 55953
6034, 5, 12081, 36297
6035, 66, 814, 11158
6036, 60, 8758, 33478
6037, 64, 2770, 16506
6038, 92, 15052, 62088
6039, 46, 10092, 34512
6040, 18, 546, 2290
6041, 6, 25904, 77788
6042, 86, 1123, 18165
6043, 12, 23509, 70819
6044, 19, 15269, 46533
6045, 46, 8140, 28656
6046, 94, 3090, 26946
6047, 35, 16253, 51213
6048, 77, 5430, 28152
6049, 2, 9684, 29064
6050, 57, 29672, 95518
6051, 44, 1532, 8472
6052, 57, 8541, 32125
6053, 5, 13418, 40308
6054, 93, 13384, 57454
6055, 76, 4382, 24702
6056, 29, 15686, 48744
